year;Y;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23
2017;1;1,593256681;1,755807398;0,153090373;0,413453885;0,749909476;8,431366915;2,108604968;2,811812672;6,532089397;11,94087582;97,71171749;1;0,022882825;43,70089779;0,022882825;0,091498169;0,053576911;14,65370611;30,89887751;1350,308688;0,308988775;1,235507729;0,957193183
2016;1;1,031229971;1,226519794;0,076038487;0,288348804;0,680559856;5,174578339;1,65296805;2,428835665;13,15123491;10,33128965;98,06151599;1;0,01938484;51,58670367;0,01938484;0,060683795;0,034935781;15,06384034;24,9000468;1284,511336;0,249000468;0,779490219;1,981081029
2015;1;0,878760032;0,940041724;-0,016305053;0,268081982;0,564625218;5,073139355;2,20871694;3,911828359;-61,33068094;13,71700497;96,6165688;1;0,033834312;29,55579533;0,033834312;0,077713072;0,056330578;8,307556231;18,34904018;542,3204761;0,183490402;0,421453905;-5,095080806
2014;1;0,708230177;0,713277733;-0,121190801;0,271028906;0,518782856;2,296332432;1,72075372;3,31690552;-8,251451377;8,729234386;95,47387568;1;0,045261243;22,09395786;0,045261243;0,060400776;0,062229961;10,54679567;18,14843788;400,9708218;0,181484379;0,242189489;-0,870263716
2013;1;0,41007099;0,922873384;-0,033265799;0,068265687;0,642814623;3,489181802;1,614916006;2,51225773;-30,06090397;33,96282822;79,31724044;0,850891167;0,067833309;14,74202014;0,057718763;0,124706955;0,08286543;2,046881271;3,305541326;57,26978803;0,038847992;0,071419409;-0,615311013
2012;1;2,080845472;2,166031271;0,288518747;0,160223076;0,642814623;3,357867188;1,199381058;1,865827277;3,465979283;25,22383374;40,38013453;1;0,596198655;1,677293285;0,596198655;1,669157511;2,008953878;1,535435023;1,841571682;3,088855816;0,018415717;0,051557869;0,05321786
2011;1;1,35583904;1,395349891;0,185614641;0,098244323;0,801679389;6,170482675;1,223733893;1,526462959;5,387506035;21,68013243;68,67753547;1;0,313224645;3,192596799;0,313224645;1,579385239;0,545178011;1,266655419;1,550049167;4,948682008;0,015500492;0,078158753;0,068241137
2018;1;1,615590038;2,112599571;0,381882599;1,066780124;0,792937599;5,281163296;1,093530355;1,37908753;2,618605831;2,731077998;113,4480261;1,136274431;0,001578993;633,3149507;0,00179417;0,008664874;0,004780152;23,86768943;26,10004289;14547,14366;0,229698409;1,260491654;0,625000707
2017;1;2,070585674;2,887896337;0,489111776;1,415481323;0,797368212;5,259443169;1,065730372;1,336559892;2,044522435;2,726879087;99,00526783;0,990749245;0,000703071;1422,331621;0,000696567;0,0034376;0,002522816;24,35436991;25,95519169;37261,58767;0,261975387;1,280904244;0,497930557
2016;1;1,694946575;2,363983325;0,396847887;1,158689182;0,797368212;2,915099843;1,159309775;1,453920231;2,519857185;2,966320249;99,88830875;1;0,001116912;895,3253149;0,001116912;0,002808491;0,003311346;24,80371409;28,75518821;25745,24794;0,287551882;0,723053031;0,625018172
2015;1;1,613779968;2,140019227;0,371886986;1,21057493;0,748535875;4,264028555;1,072250208;1,432463351;2,688988958;2,532267138;99,69028047;1;0,003097195;322,8727666;0,003097195;0,012316649;0,008854696;18,32065282;19,6443238;6342,617173;0,196443238;0,781197867;0,492640331
2014;1;1,550695609;1,930358646;0,4237186;1,257016928;0,723136581;2,970910835;0,822536532;1,137456676;2,360056886;1,746753986;99,8842788;1;0,001157212;864,1458587;0,001157212;0,004179722;0,00308909;20,3231564;16,71653858;14445,52759;0,167165386;0,603782856;0,479638052
2013;1;2,12367201;2,616217613;0,44809945;1,605763934;0,637745619;2,432694487;0,879223004;1,378642171;2,231647459;2,246175701;99,45897092;1;0,005410291;184,8329473;0,005410291;0,014969564;0,022194583;24,24998045;21,32114066;3940,849268;0,213211407;0,589927937;0,541174072
2012;1;1,415472783;1,668207411;0,349904469;1,170303206;0,676494932;2,393840508;0,774419536;1,144752901;2,857922916;1,631786757;99,54834474;1;0,004516553;221,4078042;0,004516553;0,013961304;0,011137625;28,07220448;21,73966356;4813,331174;0,217396636;0,672003802;0,802281965
2011;1;1,268044417;2,203533853;0,307652917;0,667655843;0,578593454;2,43752896;1,027190661;1,775323682;3,250416116;5,859284953;99,94868135;1;0,000513187;1948,6093;0,000513187;0,001217794;0,001954436;24,36914446;25,03175759;48777,11563;0,250317576;0,594004954;0,792098599
2018;0;0,41816273;0,489157057;-21,89083512;0,011526808;0,981780783;2,570760244;0,046837237;0,047706411;-0,045681217;2,024491709;87,94571034;1;0,120542897;8,29580198;0,120542897;6,616250292;0,06005863;-22,36800611;-1,047655614;-8,691143519;-0,010476556;-0,575027808;0,010217978
2017;0;0,422557198;0,485438642;-47,74855565;0,007449829;0,970403437;0,727869688;0,021542441;0,022199469;-0,020943042;1,446540649;87,91651944;1;0,120834806;8,275761238;0,120834806;4,082731025;0,060446905;-2903,242448;-62,54292912;-517,5903485;-0,625429291;-21,13182174;0,608027282
2016;0;0,668078661;0,745995554;-0,501249668;0,128135661;0,965788337;19,17603202;0,656043954;0,679283368;-1,995013789;3,954733347;89,78580477;1;0,102141952;9,790296517;0,102141952;2,985588598;0,078896627;-86,84467321;-56,97392278;-557,7915977;-0,569739228;-16,65336234;1,732563205
2015;0;0,691040396;0,989454558;-0,017260359;0,00500235;0,983740698;37,35922287;0,60743488;0,617474585;-57,93622195;122,1352013;97,59585746;1;0,024041425;41,59487151;0,024041425;1,478625939;0,024181065;-6,856565262;-4,164916894;-173,2391831;-0,041649169;-2,561559497;3,972434868
2014;0;0,641025605;1,01946904;0,03324194;0,00639552;0,980078725;28,26363169;0,563047581;0,574492198;30,08248032;91,576136;98,11017772;1;0,018898223;52,9150285;0,018898223;0,948645244;0,019657761;-11,83074495;-6,661272326;-352,4814149;-0,066612723;-3,343798179;-3,558981521
2013;1;0,429919524;1,133424787;0,161875726;0,044752997;0,981630811;38,86156356;0,713855424;0,727213751;6,17757846;18,41758442;98,28077219;1;0,017192278;58,16564823;0,017192278;0,935930142;0,019850797;7,354668171;5,250169765;305,3795277;0,052501698;2,858139046;0,454340397
2012;1;1,15812802;1,642103815;0,545530282;0,338381597;0,987166577;55,13580302;0,707581093;0,716779832;1,83307881;3,478401029;71,73852718;1;0,282614728;3,538386009;0,282614728;22,02177268;0,47011592;5,180495999;3,66562102;12,97038213;0,03665621;2,856308069;0,094962574
2011;0;1,072108779;2,198701483;4,878223654;0,632049694;0,970255291;3,645518935;0,1084349;0,111759144;0,204992651;0,388774802;74,75289809;1;0,252471019;3,960850649;0,252471019;8,487930333;0,572126129;-13,80992287;-1,497477612;-5,931285173;-0,014974776;-0,503443353;-0,028309327
2018;0;0,594370577;1,009721911;0,003379289;0,149537047;0,970950695;95,23267339;2,766442956;2,849210541;295,9202612;19,23877971;96,16020857;1;0,038397914;26,04308122;0,038397914;1,321818699;0,039931189;-0,012788784;-0,03537944;-0,921389633;-0,000353794;-0,0121791;-0,037844602
2017;0;0,52228351;1,005851526;0,002360372;0,059573467;0,966940192;72,08652675;2,383166709;2,464647481;423,6620682;41,61365017;99,99264524;1;7,35476E-05;13596,64543;7,35476E-05;0,002224682;7,65072E-05;-0,007218353;-0,017202539;-233,896826;-0,000172025;-0,00520346;-0,030581425
2016;1;0,226497508;0,841074194;-0,111315388;0,05098445;0,976718209;71,21275737;1,657960567;1,697480965;-8,983483961;28,00280176;99,41731368;1;0,005826863;171,6189258;0,005826863;0,250275551;0,005017644;0,060161126;0,099744775;17,1180912;0,000997448;0,042842397;-0,005404565
2015;0;0,077271742;0,701693009;-0,169316083;0,026116897;0,912817574;26,28894209;2,29193375;2,510834383;-5,906113467;67,45958246;96,58806656;1;0,034119334;29,30889533;0,034119334;0,391355643;0,026227911;-7,690311797;-17,62568515;-516,5893612;-0,176256852;-2,021701615;0,454198541
2014;0;0,124476621;0,426342924;-0,137880201;0,052295922;0,528030008;10,91781178;5,152879542;9,758686942;-7,252672897;79,55777354;86,61045474;1;0,133895453;7,468513532;0,133895453;0,283694843;0,108110104;-1,901243523;-9,796878852;-73,16812228;-0,097968789;-0,207574189;0,137890974
2013;0;0,37634661;0,594823536;-0,089492182;0,278089758;0,600729965;11,45205814;4,572463657;7,611512537;-11,17416041;16,28073911;75,47533216;0,999935016;0,245197629;4,07834287;0,245181695;0,614074869;0,242771047;-4,253474213;-19,44885626;-79,32425903;-0,194501202;-0,48711034;0,475290032
2012;0;0,090235544;0,695234766;-0,053102471;0,006164175;0,463671646;7,136725551;3,827628265;8,255040597;-18,83151551;931,0558145;59,79957628;1;0,402004237;2,487535969;0,402004237;0,749548732;0,602769922;-1,808963735;-6,924040723;-17,22380035;-0,069240407;-0,129100777;0,340655286
2011;0;0,21098794;0,789009228;-0,03418194;0,11352358;0,535848838;9,031658684;4,192054877;7,823204199;-29,25521454;54,37267131;67,97462706;1;0,320253729;3,122524137;0,320253729;0,689977221;0,471556771;-2,667075341;-11,18052619;-34,91146289;-0,111805262;-0,240881142;0,780258613
2018;1;1,16615995;1,325029749;0,631118756;0,732310396;0,67056221;0,791137655;0,26063064;0,388674811;1,584487848;0,703261473;50,60733244;1;0,493926676;2,024592008;0,493926675;1,499301813;0,975998243;13,88554246;3,618997824;7,326994073;0,036189978;0,109853755;0,220014733
2017;1;0,105857724;0,133303657;-3,126788159;0,020300345;0,078679297;0,177572653;0,163601361;2,079344465;-0,319816997;13,65416321;59,02260963;1;0,409773904;2,440370143;0,409773904;0,444767932;0,694265988;12,0084558;1,964599715;4,794350488;0,019645997;0,021323734;-0,038405083
2016;1;0,113947353;0,140824684;-4,097851238;0,03530247;0,087134998;0,142112698;0,129729708;1,488835843;-0,244030332;5,939098211;61,87480438;1;0,381251956;2,622937361;0,381251956;0,417643305;0,616166726;18,06820559;2,343983041;6,148120691;0,02343983;0,025677214;-0,044091902
2015;1;0,09664736;0,123394422;-4,503278753;0,002660612;0,079294882;0,135864022;0,1250907;1,577538146;-0,222060426;73,16339076;64,26131747;1;0,357386825;2,798088595;0,357386825;0,388166437;0,556146122;15,08512652;1,887009042;5,28001848;0,01887009;0,02049526;-0,033498096
2014;1;0,057148619;0,070743241;-6,479085987;0,000394185;0,045801536;0,09731468;0,092857518;2,027388749;-0,154342758;363,8498399;64,74333803;1;0,35256662;2,836343386;0,35256662;0,369489821;0,54456046;18,73184423;1,739392565;4,933514599;0,017393926;0,018228834;-0,028911245
2013;1;0,156953301;0,156953301;-6,83038586;0,083741905;0,105078818;0,092334996;0,082632543;0,786386302;-0,146404613;1,473884861;66,94909747;1;0,330509025;3,025635984;0,330509025;0,369316351;0,493672115;2,340339792;0,19338823;0,585122386;0,001933882;0,002160953;-0,003426365
2012;1;0,557398965;0,557398965;-0,683951247;0,163287223;0,524474323;1,280475815;0,608899129;1,160970334;-1,462092517;3,963100422;94,09316414;1;0,059068359;16,92953764;0,059068359;0,12421697;0,062776461;6,814286139;4,149212897;70,24425591;0,041492129;0,087255286;-0,099631168
2011;0;0,458085503;0,458085503;-1,066625909;0,000670483;0,449658017;0,906195264;0,498717299;1,109103541;-0,937535823;757,7591419;98,16028092;1;0,018397191;54,3561248;0,018397191;0,033428652;0,018741991;-2,08685733;-1,040751851;-56,57123749;-0,010407519;-0,018911002;0,019565035
2018;1;1,507977368;2,090041669;0,365814558;0,656708188;0,968200647;43,40844771;1,38036055;1,425696785;2,733625487;4,537427341;46,32446623;1;0,536755338;1,863046215;0,536755338;16,87944212;1,158686503;34,12589956;47,10604547;87,7607397;0,471060455;14,81352326;0,932874288
2017;1;1,39284104;1,995604283;0,305884138;0,966498892;0,947229609;29,27657864;1,544936513;1,631005301;3,269211693;3,367661557;47,46580356;1;0,525341964;1,903522025;0,525341964;9,955241013;1,106779882;28,66695855;44,28863096;84,3043845;0,44288631;8,392704662;0,937183561
2016;1;7,082244269;9,203189229;0,748512623;5,544084682;0,977602645;51,97696147;1,164146448;1,190817613;1,335982814;1,976759096;10,62243339;1;0,893775666;1,118848988;0,893775666;39,90541176;8,414038796;27,28881272;31,76817441;35,5437898;0,317681744;14,18389567;0,364573848
2015;1;3,878316411;4,791786281;0,667660852;2,485482652;0,982633046;67,05917413;1,164613618;1,185196878;1,497766414;2,284952637;20,50661253;1;0,794933875;1,257966268;0,794933875;45,77278532;3,876475814;21,42590066;24,95289569;31,38990107;0,249528957;14,36803203;0,320909944
2014;1;5,700110053;5,700110053;0,558848017;1,839697608;0,985628747;101,1928417;1,454267953;1,47547234;1,789395274;4,571596266;17,29139855;1;0,827086015;1,209064091;0,827086015;57,55141891;4,783222203;20,00482684;29,09237859;35,17455026;0,290923786;20,24345277;0,357965426
2013;1;6,44857142;6,44857142;0,751328935;3,451380208;0,981881412;60,942983;1,104200801;1,12457654;1,330974961;2,101162925;15,22634004;1;0,8477366;1,179611687;0,8477366;46,78822651;5,567566451;28,35506268;31,30968292;36,93326787;0,313096829;17,28042103;0,377398784
2012;1;2,618908359;3,203120315;3,222398013;1,688534761;0,987706496;17,14896919;0,210820914;0,2134449;0,310327897;0,404901167;30,83576011;1;0,691642399;1,445833861;0,691642399;56,26080423;2,242988;166,8918392;35,18429012;50,87063803;0,351842901;28,62023007;0,517911935
2011;1;2,917245044;3,719509687;0,484396457;1,991306894;0,972440456;53,25923861;1,467800313;1,509398652;2,064424677;2,819365977;26,14431842;1;0,738556816;1,353991973;0,738556816;26,79858651;2,824922815;36,78749068;53,99669035;73,11108529;0,539966904;19,59273744;0,759450035
2018;0;9,141070446;9,15988099;1371,192875;2,427026553;0,131504738;9,83715E-05;8,54352E-05;0,000649674;0,000729292;0,002451945;13,71974441;1;0,862802556;1,15901372;0,862802556;0,993445323;60,097977;-17353,99652;-1,482642185;-1,718402634;-0,014826422;-0,017071391;-0,126561309
2017;0;2,375534964;2,380423352;138,7485975;0,630723335;0,131504738;0,000632854;0,000549631;0,00417955;0,00720728;0,015774108;13,25267835;1,083896235;0,877731115;1,139301071;0,951369451;1,09542273;17,22114419;-4842,470689;-2,661570015;-2,797619801;-0,024555579;-0,030645763;-0,349010424
2016;0;6,97705606;6,979648623;9,743482315;2,390296048;0,166179249;0,01752395;0,014611833;0,087928144;0,102632711;0,256749597;5,149871031;1;0,94850129;1,054294824;0,94850129;1,137536202;39,83774;-64,55501147;-0,943267039;-0,994481557;-0,00943267;-0,011312588;-0,066254558
2015;0;4,583192827;4,583549458;55,47790747;2,126881835;0,197661354;0,003471806;0,002785564;0,014092609;0,018025193;0,030370362;10,5611617;1;0,894388383;1,118082501;0,894388383;1,114726789;20,73988319;-612,4269402;-1,705954569;-1,90739795;-0,017059546;-0,021262276;-0,110391139
2014;0;7,293645299;7,298321546;18,72653998;4,065018149;0,268454017;0,016911128;0,012371268;0,046083377;0,053400148;0,082737958;11,95654963;1;0,880434504;1,135802829;0,880434504;1,203525853;23,93592091;-144,0288109;-1,781818956;-2,023795011;-0,01781819;-0,024356896;-0,076911598
2013;0;3,147573796;3,148281317;#DIV/0!;0,967331751;0,25982535;0;0;0;0;0;25,56508565;1;0,744349144;1,343455566;0,744349144;1,005639876;9,019214271;#DIV/0!;-0,981612592;-1,3187529;-0,009816126;-0,013261905;-0,055365724
2012;0;1,428817487;1,429164511;#DIV/0!;0,50894007;0,556706745;0;0;0;0;0;41,52967248;1;0,584703275;1,710269195;0,584703275;1,318998809;1,501036548;#DIV/0!;0;0;0;0;0
2011;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
2018;1;0,877572423;1,343645634;0,278745467;0,321204846;0,919331054;10,45643927;0,843509935;0,917525772;3,587502285;3,838141032;97,5192765;1;0,024807235;40,31082057;0,024807235;0,307519018;0,036256942;1,068461334;0,90125775;36,33043946;0,009012578;0,111723011;0,038331075
2017;1;0,902746731;1,370848505;0,270162322;0,129761496;0,885031327;7,708349784;0,886218748;1,001341671;3,701478407;10,57854432;99,51552842;1;0,004844716;206,4104577;0,004844716;0,042139442;0,007504109;1,783038908;1,580162508;326,1620665;0,015801625;0,137442876;0,0659988
2016;1;0,874149676;1,289869659;0,228361394;0,042077172;0,889483928;7,920396321;0,875331086;0,984088704;4,379023883;30,16709767;100,1608723;1;-0,001608723;-621,610977;-0,001608723;-0,014556464;-0,002332862;2,133158196;1,867219681;-1160,68425;0,018672197;0,168954583;0,093411507
2015;1;0,933434706;1,304332973;0,171193374;0,078509477;0,863537163;8,624624991;1,176940796;1,362930105;5,841347586;22,64331321;101,8884739;1;-0,018884739;-52,95281021;-0,018884739;-0,138387413;-0,028524525;1,303504248;1,534147327;-81,23741227;0,015341473;0,112422353;0,076142214
2014;1;0,843637466;1,295844966;0,158578328;0,054654303;0,895306424;12,31172678;1,288958702;1,439684412;6,306031918;34,13469178;93,69508187;1;0,063049181;15,86063418;0,063049181;0,602225884;0,091255867;0,990692126;1,276961238;20,25341506;0,012769612;0,121971308;0,062473362
2013;1;0,93951421;1,416279274;0,183140262;0,052219877;0,872511512;10,98379085;1,400306884;1,604915081;5,460295783;43,52763885;88,0646603;1;0,119353397;8,378479584;0,119353397;0,936189605;0,193736977;4,47488959;6,2662187;52,50138545;0,062662187;0,491512513;0,244342208
2012;1;0,822715098;1,243487384;0,120562157;0,074339068;0,863062089;10,23628598;1,401735622;1,624142273;8,294476662;27,16741651;90,58533743;1;0,094146626;10,62172959;0,094146626;0,68751323;0,135645098;1,380341001;1,934873152;20,55169941;0,019348732;0,141295652;0,114492062
2011;0;0,741908166;1,188486847;0,139375958;0,122432098;0,85838113;6,896962136;0,976739981;1,137886129;7,174838566;11,04581825;91,56062835;1;0,084393716;11,8492234;0,084393716;0,59592141;0,11684882;-8,604941907;-8,404790799;-99,59024379;-0,084047908;-0,593479585;-0,617390691
2018;1;0,599576901;0,603110713;-0,558490148;0,126292712;0,22956258;0,351119508;0,270494174;1,178302552;-1,790541882;5,626982611;91,86647523;1;0,081335248;12,29479259;0,081335248;0,105578585;0,213685345;23,72340028;6,417041562;78,89619503;0,064170416;0,083297486;-0,424777418
2017;1;0,720077305;0,72366165;-0,460595338;0,254185315;0,274610534;0,31385714;0,227668663;0,829060196;-2,171103172;2,360321521;93,86512636;1;0,061348736;16,30025423;0,061348736;0,084573514;0,161667971;31,91772305;7,266665341;118,4484925;0,072666653;0,100176053;-0,692966698
2016;1;0,613807845;0,616671324;-0,699481062;0;0,222508516;0,254327072;0,197737132;0,8886722;-1,429631272;#DIV/0!;92,86583056;1;0,071341694;14,01704864;0,071341694;0,091758811;0,19771997;40,51282328;8,010889498;112,2890277;0,080108895;0,103035077;-0,579183991
2015;1;0,717443166;0,718625023;-0,561983799;0,534954246;0,243274295;0,223984041;0,169494482;0,696721707;-1,779410726;0,935933598;92,1298325;1;0,078701675;12,70620987;0,078701675;0,104002909;0,232482405;29,9602023;5,07808896;64,52326408;0,05078089;0,067106072;-0,533115053
2014;1;0,820103429;0,821342657;-0,385457363;0,646856501;0,276404583;0,215560697;0,155978732;0,564313119;-2,59432066;0,71653363;92,53580595;1;0,07464194;13,39729371;0,07464194;0,103154247;0,221800265;45,10928422;7,036088975;94,2645506;0,07036089;0,097237888;-1,17027948
2013;1;0,714602098;0,715703273;-0,662653126;0,522046026;0,247658267;0,197328712;0,148458625;0,599449505;-1,509085161;0,821820206;98,20915704;1;0,01790843;55,8396254;0,01790843;0,023803584;0,051753256;43,46549226;6,452827228;360,3234552;0,064528272;0,085769896;-0,655931294
2012;1;0,805366773;0,806539263;-0,535123223;0,636338616;0,265785188;0,162263619;0,119136352;0,448243009;-1,868728467;0,568133974;98,31692849;1;0,016830715;59,41518204;0,016830715;0,022923421;0,051073698;64,36391609;7,66808218;455,6004986;0,076680822;0,104439219;-1,202786822
2011;1;0,907181583;0,90839188;-0,298833702;0,70000811;0,322847237;0,160894638;0,108950249;0,337466878;-3,346342776;0,4379266;97,87348254;1;0,021265175;47,02524279;0,021265175;0,031403807;0,059833599;58,52541646;6,376358699;299,8498159;0,063763587;0,094164257;-1,958461046
2018;1;0,321736898;0,416268489;-0,682834778;0,051888195;0,218622216;0,574588862;0,448970971;2,053638366;-1,46448311;16,47513338;92,31408548;1;0,076859145;13,01081344;0,076859145;0,098363617;0,146343957;32,52496061;14,60276315;189,9938272;0,146027632;0,186884801;-0,476322555
2017;0;0,430440613;0,558203284;-0,379396624;0,05850566;0,268115311;0,764215054;0,559317297;2,086107257;-2,635764096;19,90357736;93,50202104;1;0,06497979;15,38940041;0,06497979;0,08878419;0,135284821;-44,00456653;-24,6125152;-378,7718515;-0,246125152;-0,336289522;1,159856565
2016;0;-0,78187866;-0,87721198;1,595325383;-0,098155147;0,382409777;0,83059261;0,512965875;1,341403662;0,626831373;11,98811679;-94,75853479;-1;0,052414652;19,07863471;-0,052414652;-0,084869627;0,120234271;-40,94063693;-21,00114966;400,6732627;0,210011497;-0,340049905;-0,256628757
2015;0;-0,581230531;-0,657312518;1,755607695;-0,116765258;0,384733871;0,898054011;0,552542202;1,436167292;0,569603336;8,08468851;-94,07835985;-1;0,059216402;16,88721324;-0,059216402;-0,096245186;0,101170406;-42,65245238;-23,56727996;397,985682;0,2356728;-0,383042059;-0,242949792
2014;0;-0,29563055;-0,402198375;1,305589708;-0,191675605;0,225477013;0,777374679;0,602094559;2,670314599;0,76593741;5,603197085;-94,39515034;-1;0,056048497;17,84169177;-0,056048497;-0,072365182;0,099977439;-40,50589918;-24,3883815;435,1299855;0,243883815;-0,314882604;-0,310249835
2013;0;0,496139775;0,571527998;0,444473309;0,352760768;0,22038204;-0,476797111;-0,371719591;-1,68670546;2,249853881;-2,732728472;96,47300577;1;0,035269942;28,35275408;0,035269942;0,045240033;0,091467342;55,34067435;-20,57121282;-583,250538;-0,205712128;-0,263862736;1,24508431
2012;1;1,746705591;1,843015883;0,866482785;1,678402942;0,563463263;0,6813834;0,297448886;0,527894018;1,154091018;0,579668347;69,01669988;0,99999999;0,309832994;3,227545222;0,309832991;0,709752388;1,013423875;55,25740265;16,43625286;53,04874991;0,16436253;0,376514769;0,637720721
2011;1;1,25564433;1,339039004;0,336756652;1,217141536;0,482096787;0,699883694;0,362472022;0,751865666;2,969503332;0,827165472;97,27553482;1;0,027244652;36,70445143;0,027244652;0,052605681;0,075672878;55,24447854;20,02457784;734,9911446;0,200245778;0,386647097;1,640486631
2018;1;1,158437805;1,235347561;0,324152326;0,106180504;0,546837012;0,709210027;0,321387735;0,587721256;3,084969383;6,837790274;92,70021427;1;0,072997857;13,69903222;0,072997857;0,161085215;0,164907867;19,48560222;6,262433563;85,78927919;0,062624336;0,138193845;0,601124863
2017;1;0,713129708;0,7618026;-0,197266797;0,077368606;0,466303993;1,384891513;0,739111071;1,585041264;-5,069276815;15,60695755;145,642006;1,635652716;0,109578674;9,125863309;0,179232656;0,335832859;0,292813069;15,90949469;11,75888365;65,60681485;0,071891078;0,220329242;-0,806496326
2016;1;2,162392252;2,281216967;1,371867616;0,512563866;0,481162762;0,379668664;0,196986241;0,409396272;0,728933308;1,82205923;49,94459442;0,535660211;0,067606789;14,79141399;0,036214267;0,069798897;0,171693668;6,577058823;1,295590095;35,77568218;0,02418679;0,024971031;0,047942372
2015;1;1,254383672;1,390230109;0,487806153;0,373229484;0,387921505;0,364689742;0,223218748;0,575422463;2,049994644;2,14337202;59,83689446;0,646911228;0,075037009;13,32675718;0,048542284;0,079307285;0,173965463;8,141409052;1,817315137;37,43777584;0,028092187;0,029690884;0,16689845
2014;1;1,058883725;1,1656926;0,153280921;0,204599151;0,449917829;0,758466852;0,417219093;0,927322872;6,523969131;5,283371932;89,41306865;1;0,105869314;9,445607671;0,105869314;0,192460907;0,274296922;11,81442226;4,929202541;46,55931333;0,049292025;0,089608477;0,770769262
2013;1;1,251007744;1,34992976;0,283220086;0,287178574;0,499409051;0,913101536;0,457090364;0,915262476;3,530823024;4,302340655;89,74432059;1;0,102556794;9,750694813;0,102556794;0,204871451;0,277216579;11,81375972;5,399955736;52,65332038;0,053999557;0,107871621;0,417122948
2012;1;1,257421486;1,374544647;0,44194614;0,13593444;0,514228819;0,652679641;0,31705296;0,616560076;2,262719165;6,234544776;88,59696966;1;0,114030303;8,769598698;0,114030303;0,234740775;0,304805443;1,564656349;0,496078926;4,350413108;0,004960789;0,010212193;0,035403779
2011;1;1,420799721;1,586483383;0,509060812;0,161758165;0,449091419;0,591978231;0,326125888;0,726190424;1,964401846;7,122292948;88,1420539;1;0,118579461;8,433163646;0,118579461;0,215243445;0,418899887;3,11685113;1,016485842;8,572191446;0,010164858;0,01845108;0,061227481
2018;0;0,632158089;0,721696135;-5,386321655;0,011683063;0,77382935;0,244952303;0,055401022;0,071593332;-0,185655455;4,422524391;95,08493521;1;0,178748241;5,594460647;0,178748241;0,790324657;0,166705895;-59,88134225;-3,317487531;-18,55955344;-0,033174875;-0,146680727;0,111172979
2017;0;0,664640201;0,751085728;-2,494115608;0,011279546;0,778466174;0,466920999;0,103438795;0,132875132;-0,400943724;8,847928082;95,40818157;1;0,166815388;5,994650787;0,166815388;0,753001884;0,160948108;-61,5275742;-6,36433816;-38,15198476;-0,063643382;-0,287285164;0,246690947
2016;0;0,656446311;0,789066547;-0,615874765;0,011983653;0,767747199;1,434817623;0,333240411;0,434049661;-1,623706729;28,58010467;95,0952011;1;0,165769587;6,032469643;0,165769587;0,713746342;0,170372794;-27,82474578;-9,272329729;-55,93504761;-0,092723297;-0,399234356;0,45179227
2015;1;0,787610519;0,884749155;-0,075319082;0,038923594;0,79855416;6,855908514;1,381094251;1,729493529;-13,27684792;39,31209294;95,40886158;1;0,13487185;7,414445653;0,13487185;0,66951916;0,149429758;3,534117588;4,880949484;36,18953469;0,048809495;0,242295869;-0,469219417
2014;0;0,646897534;0,941695334;-0,060629779;0,042692484;0,824248191;4,789223544;0,841714703;1,021190842;-16,49354526;22,52505724;91,69681362;1;0,194589146;5,139032784;0,194589146;1,107181465;0,222316158;-11,27528922;-9,490576723;-48,77238492;-0,094905767;-0,539998806;1,859694931
2013;0;0,714643413;1,19325794;0,130803559;0,070273075;0,843934522;6,695536131;1,044942048;1,238179055;7,645051926;21,02465259;94,56746772;1;0,238797122;4,187655159;0,238797122;1,530108546;0,337640604;-3,510834731;-3,668618836;-15,36291059;-0,036686188;-0,235069208;-0,268405138
2012;0;0,790822143;1,060782314;0,02457416;0,006571192;0,77583273;8,069900174;1,809007487;2,331697821;40,69315009;376,4041542;96,80242008;1;0,135429667;7,383906498;0,135429667;0,60414559;0,185170579;-7,290702042;-13,18893458;-97,38585976;-0,131889346;-0,588352377;-2,966816324
2011;1;0,490924042;1,248386445;0,205571568;0,016018488;0,898561515;8,573553417;0,869688271;0,96786726;4,864485927;75,42986528;98,52388671;1;0,074787106;13,37128889;0,074787106;0,737265604;0,103902969;1,641248224;1,427374331;19,08583453;0,014273743;0,140713293;0,079838289
2018;1;3,427310521;4,37902611;1,064538418;0,261756902;0,819607243;3,293361199;0,594098507;0,724857561;0,939374271;12,12640495;95,42236485;1;0,045776352;21,8453408;0,045776352;0,253759365;0,244575485;12,2601555;7,28374008;159,1157844;0,072837401;0,403771204;0,115168746
2017;1;4,061611386;5,64172169;0,769832635;0,946508872;0,816425232;4,753073724;0,872544407;1,068737679;1,298983641;6,370273666;99,1823522;1;0,008176478;122,302047;0,008176478;0,044540315;0,0565017;13,15625729;11,47941872;1403,956407;0,114794187;0,625326608;0,17089763
